lat,lon,Time,o3_column,so2_column,SolarZenithAngle,ViewingZenithAngle,datetime
31.125,-125.125,1033423216.4013188,280.1,-0.16,43.068,31.333,2002-09-30 22:00:16.401318789
31.125,-124.875,1033423214.4009528,282.9,0.3,43.23,29.14,2002-09-30 22:00:14.400952816
31.125,-124.625,1033423214.4009528,283.1,-0.01,43.454,26.962,2002-09-30 22:00:14.400952816
31.125,-124.375,1033423212.400587,282.7,-0.14,43.599,24.795,2002-09-30 22:00:12.400586963
31.125,-124.125,1033423214.4009528,283.1,-0.03,43.876,22.639,2002-09-30 22:00:14.400952816
31.125,-123.875,1033423212.400587,283.6,0.14,43.806,22.639,2002-09-30 22:00:12.400586963
31.125,-123.625,1033423210.40019,283.9,-0.23,43.938,20.493,2002-09-30 22:00:10.400189996
31.125,-123.375,1033423210.40019,283.9,-0.23,43.938,20.493,2002-09-30 22:00:10.400189996
31.125,-112.375,1033423194.397154,278.9,0.08,51.53,56.445,2002-09-30 21:59:54.397153974
31.125,-112.125,1033423194.397154,278.9,0.08,51.53,56.445,2002-09-30 21:59:54.397153974
31.125,-111.875,1033423194.397154,278.9,0.08,51.53,56.445,2002-09-30 21:59:54.397153974
31.125,-111.625,1033423194.397154,278.9,0.08,51.53,56.445,2002-09-30 21:59:54.397153974
31.125,-111.375,1033423194.397154,278.9,0.08,51.53,56.445,2002-09-30 21:59:54.397153974
31.125,-111.125,1033423194.397154,273.0,-0.05,52.097,59.102,2002-09-30 21:59:54.397153974
31.125,-110.875,1033423194.397154,273.0,-0.05,52.097,59.102,2002-09-30 21:59:54.397153974
31.125,-110.625,1033423194.397154,273.0,-0.05,52.097,59.102,2002-09-30 21:59:54.397153974
31.125,-110.375,1033423196.397535,270.6,0.55,52.809,61.869,2002-09-30 21:59:56.397534966
31.125,-110.125,1033423196.397535,270.6,0.55,52.809,61.869,2002-09-30 21:59:56.397534966
31.125,-109.875,1033423196.397535,270.6,0.55,52.809,61.869,2002-09-30 21:59:56.397534966
31.125,-109.625,1033423196.397535,270.6,0.55,52.809,61.869,2002-09-30 21:59:56.397534966
31.125,-108.625,1033417335.2869848,273.0,-0.4,39.381,62.721,2002-09-30 20:22:15.286984801
31.125,-108.375,1033417331.286222,271.7,0.09,39.223,62.721,2002-09-30 20:22:11.286221981
31.125,-108.125,1033417331.286222,271.7,0.09,39.223,62.721,2002-09-30 20:22:11.286221981
31.125,-107.875,1033417331.286222,271.7,0.09,39.223,62.721,2002-09-30 20:22:11.286221981
31.125,-107.625,1033417331.286222,271.7,0.09,39.223,62.721,2002-09-30 20:22:11.286221981
31.125,-107.375,1033417325.285078,274.8,-0.1,39.654,59.923,2002-09-30 20:22:05.285078049
31.125,-107.125,1033417325.285078,274.8,-0.1,39.654,59.923,2002-09-30 20:22:05.285078049
31.125,-106.875,1033417325.285078,274.8,-0.1,39.654,59.923,2002-09-30 20:22:05.285078049
31.125,-106.625,1033417325.285078,274.8,-0.1,39.654,59.923,2002-09-30 20:22:05.285078049
31.125,-106.375,1033417321.284315,272.0,0.37,40.082,57.243,2002-09-30 20:22:01.284314990
31.125,-106.125,1033417321.284315,272.0,0.37,40.082,57.243,2002-09-30 20:22:01.284314990
31.125,-105.875,1033417321.284315,272.0,0.37,40.082,57.243,2002-09-30 20:22:01.284314990
31.125,-105.625,1033417317.283552,272.5,-0.14,40.445,54.654,2002-09-30 20:21:57.283552051
31.125,-105.375,1033417317.283552,272.5,-0.14,40.445,54.654,2002-09-30 20:21:57.283552051
31.125,-105.125,1033417317.283552,272.5,-0.14,40.445,54.654,2002-09-30 20:21:57.283552051
31.125,-104.875,1033417315.28317,272.8,-0.34,40.832,52.139,2002-09-30 20:21:55.283169985
31.125,-104.625,1033417315.28317,272.8,-0.34,40.832,52.139,2002-09-30 20:21:55.283169985
31.125,-104.375,1033417315.28317,276.6,-0.1,41.252,49.683,2002-09-30 20:21:55.283169985
31.125,-104.125,1033417311.282438,275.0,-0.06,41.102,49.683,2002-09-30 20:21:51.282438040
31.125,-103.875,1033417311.282438,275.0,-0.06,41.102,49.683,2002-09-30 20:21:51.282438040
31.125,-103.625,1033417309.2820568,278.9,0.21,41.411,47.277,2002-09-30 20:21:49.282056808
31.125,-103.375,1033417309.2820568,278.9,0.21,41.411,47.277,2002-09-30 20:21:49.282056808
31.125,-103.125,1033417307.281675,278.0,0.16,41.691,44.913,2002-09-30 20:21:47.281674981
31.125,-102.875,1033417307.281675,278.0,0.16,41.691,44.913,2002-09-30 20:21:47.281674981
31.125,-102.625,1033417305.281294,278.0,-0.94,41.946,42.585,2002-09-30 20:21:45.281293988
31.125,-102.375,1033417305.281294,278.0,-0.94,41.946,42.585,2002-09-30 20:21:45.281293988
31.125,-102.125,1033417303.280897,278.0,-0.2,42.18,40.287,2002-09-30 20:21:43.280897021
31.125,-101.875,1033417303.280897,278.8,0.06,42.467,38.017,2002-09-30 20:21:43.280897021
31.125,-101.625,1033417301.280546,278.2,0.12,42.395,38.017,2002-09-30 20:21:41.280545950
31.125,-101.375,1033417299.280164,277.5,-0.27,42.594,35.769,2002-09-30 20:21:39.280164003
31.125,-101.125,1033417303.280897,277.8,0.21,42.995,33.543,2002-09-30 20:21:43.280897021
31.125,-100.875,1033417299.280164,277.7,-0.14,42.851,33.543,2002-09-30 20:21:39.280164003
31.125,-100.625,1033417297.279783,276.4,-0.21,43.024,31.334,2002-09-30 20:21:37.279783010
31.125,-100.375,1033417297.279783,278.5,0.05,43.257,29.141,2002-09-30 20:21:37.279783010
31.125,-100.125,1033417299.280164,279.9,0.38,43.552,26.962,2002-09-30 20:21:39.280164003
31.125,-99.875,1033417295.279386,280.1,-0.06,43.41,26.962,2002-09-30 20:21:35.279386044
31.125,-99.625,1033417293.279035,280.8,0.08,43.555,24.796,2002-09-30 20:21:33.279034972
31.125,-99.375,1033417293.279035,281.7,0.33,43.763,22.64,2002-09-30 20:21:33.279034972
31.125,-99.125,1033417291.278623,282.0,-0.02,43.895,20.494,2002-09-30 20:21:31.278622985
31.125,-98.875,1033417291.278623,282.0,-0.02,43.895,20.494,2002-09-30 20:21:31.278622985
31.125,-98.625,1033417291.278623,282.0,-0.02,43.895,20.494,2002-09-30 20:21:31.278622985
31.125,-87.875,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.125,-87.625,1033417277.275968,283.3,-0.09,51.552,56.447,2002-09-30 20:21:17.275967956
31.125,-87.375,1033417277.275968,283.3,-0.09,51.552,56.447,2002-09-30 20:21:17.275967956
31.125,-87.125,1033417277.275968,283.3,-0.09,51.552,56.447,2002-09-30 20:21:17.275967956
31.125,-86.875,1033417277.275968,283.3,-0.09,51.552,56.447,2002-09-30 20:21:17.275967956
31.375,-125.125,1033423220.402097,283.0,-0.09,43.443,29.14,2002-09-30 22:00:20.402096987
31.375,-124.875,1033423218.401701,282.7,0.54,43.372,29.14,2002-09-30 22:00:18.401700974
31.375,-124.625,1033423218.401701,282.6,0.59,43.595,26.961,2002-09-30 22:00:18.401700974
31.375,-124.375,1033423216.4013188,282.9,0.17,43.739,24.795,2002-09-30 22:00:16.401318789
31.375,-124.125,1033423216.4013188,283.2,0.11,43.947,22.639,2002-09-30 22:00:16.401318789
31.375,-123.875,1033423216.4013188,283.9,-0.05,44.148,20.493,2002-09-30 22:00:16.401318789
31.375,-123.625,1033423214.4009528,283.8,0.21,44.077,20.493,2002-09-30 22:00:14.400952816
31.375,-123.375,1033423214.4009528,283.8,0.21,44.077,20.493,2002-09-30 22:00:14.400952816
31.375,-112.375,1033423200.398298,281.3,-0.02,51.707,56.446,2002-09-30 22:00:00.398298025
31.375,-112.125,1033423200.398298,281.3,-0.02,51.707,56.446,2002-09-30 22:00:00.398298025
31.375,-111.875,1033423200.398298,281.3,-0.02,51.707,56.446,2002-09-30 22:00:00.398298025
31.375,-111.625,1033423200.398298,281.3,-0.02,51.707,56.446,2002-09-30 22:00:00.398298025
31.375,-111.375,1033423200.398298,281.3,-0.02,51.707,56.446,2002-09-30 22:00:00.398298025
31.375,-111.125,1033423200.398298,276.4,0.43,52.272,59.103,2002-09-30 22:00:00.398298025
31.375,-110.875,1033423200.398298,276.4,0.43,52.272,59.103,2002-09-30 22:00:00.398298025
31.375,-110.625,1033423200.398298,276.4,0.43,52.272,59.103,2002-09-30 22:00:00.398298025
31.375,-110.375,1033423200.398298,271.7,0.01,52.925,61.87,2002-09-30 22:00:00.398298025
31.375,-110.125,1033423200.398298,271.7,0.01,52.925,61.87,2002-09-30 22:00:00.398298025
31.375,-109.875,1033423200.398298,271.7,0.01,52.925,61.87,2002-09-30 22:00:00.398298025
31.375,-109.625,1033423200.398298,271.7,0.01,52.925,61.87,2002-09-30 22:00:00.398298025
31.375,-108.625,1033417335.2869848,273.0,-0.4,39.381,62.721,2002-09-30 20:22:15.286984801
31.375,-108.375,1033417335.2869848,273.0,-0.4,39.381,62.721,2002-09-30 20:22:15.286984801
31.375,-108.125,1033417335.2869848,273.0,-0.4,39.381,62.721,2002-09-30 20:22:15.286984801
31.375,-107.875,1033417335.2869848,273.0,-0.4,39.381,62.721,2002-09-30 20:22:15.286984801
31.375,-107.625,1033417333.286604,272.6,0.27,39.968,59.923,2002-09-30 20:22:13.286604047
31.375,-107.375,1033417329.285856,273.8,-0.15,39.811,59.923,2002-09-30 20:22:09.285856009
31.375,-107.125,1033417329.285856,273.8,-0.15,39.811,59.923,2002-09-30 20:22:09.285856009
31.375,-106.875,1033417329.285856,273.8,-0.15,39.811,59.923,2002-09-30 20:22:09.285856009
31.375,-106.625,1033417327.285475,271.7,-0.0,40.314,57.243,2002-09-30 20:22:07.285475016
31.375,-106.375,1033417325.285078,272.0,-0.44,40.236,57.243,2002-09-30 20:22:05.285078049
31.375,-106.125,1033417325.285078,272.0,-0.44,40.236,57.243,2002-09-30 20:22:05.285078049
31.375,-105.875,1033417327.285475,270.8,-0.14,40.828,54.654,2002-09-30 20:22:07.285475016
31.375,-105.625,1033417321.284315,271.7,-0.12,40.598,54.654,2002-09-30 20:22:01.284314990
31.375,-105.375,1033417321.284315,271.7,-0.12,40.598,54.654,2002-09-30 20:22:01.284314990
31.375,-105.125,1033417321.284315,272.9,0.17,41.06,52.139,2002-09-30 20:22:01.284314990
31.375,-104.875,1033417319.283964,273.9,0.14,40.984,52.139,2002-09-30 20:21:59.283964038
31.375,-104.625,1033417319.283964,273.9,0.14,40.984,52.139,2002-09-30 20:21:59.283964038
31.375,-104.375,1033417315.28317,276.6,-0.1,41.252,49.683,2002-09-30 20:21:55.283169985
31.375,-104.125,1033417315.28317,276.6,-0.1,41.252,49.683,2002-09-30 20:21:55.283169985
31.375,-103.875,1033417315.28317,280.1,0.73,41.635,47.277,2002-09-30 20:21:55.283169985
31.375,-103.625,1033417313.28282,279.6,-0.14,41.56,47.277,2002-09-30 20:21:53.282819986
31.375,-103.375,1033417315.28317,277.7,0.29,41.988,44.913,2002-09-30 20:21:55.283169985
31.375,-103.125,1033417311.282438,277.9,-0.26,41.839,44.913,2002-09-30 20:21:51.282438040
31.375,-102.875,1033417313.28282,277.6,0.3,42.241,42.584,2002-09-30 20:21:53.282819986
31.375,-102.625,1033417309.2820568,277.8,-0.14,42.093,42.584,2002-09-30 20:21:49.282056808
31.375,-102.375,1033417309.2820568,279.4,0.31,42.399,40.287,2002-09-30 20:21:49.282056808
31.375,-102.125,1033417307.281675,279.0,-0.03,42.326,40.287,2002-09-30 20:21:47.281674981
31.375,-101.875,1033417305.281294,279.0,-0.18,42.54,38.017,2002-09-30 20:21:45.281293988
31.375,-101.625,1033417305.281294,279.0,-0.18,42.54,38.017,2002-09-30 20:21:45.281293988
31.375,-101.375,1033417305.281294,278.4,-0.12,42.811,35.769,2002-09-30 20:21:45.281293988
31.375,-101.125,1033417303.280897,277.8,0.21,42.995,33.543,2002-09-30 20:21:43.280897021
31.375,-100.875,1033417303.280897,277.8,0.21,42.995,33.543,2002-09-30 20:21:43.280897021
31.375,-100.625,1033417301.280546,278.2,0.32,43.167,31.334,2002-09-30 20:21:41.280545950
31.375,-100.375,1033417301.280546,279.7,-0.25,43.4,29.141,2002-09-30 20:21:41.280545950
31.375,-100.125,1033417299.280164,279.9,0.38,43.552,26.962,2002-09-30 20:21:39.280164003
31.375,-99.875,1033417303.280897,279.6,0.24,43.908,24.795,2002-09-30 20:21:43.280897021
31.375,-99.625,1033417297.279783,280.4,0.29,43.696,24.795,2002-09-30 20:21:37.279783010
31.375,-99.375,1033417297.279783,281.4,0.39,43.904,22.64,2002-09-30 20:21:37.279783010
31.375,-99.125,1033417297.279783,281.4,-0.05,44.104,20.493,2002-09-30 20:21:37.279783010
31.375,-98.875,1033417297.279783,281.4,-0.05,44.104,20.493,2002-09-30 20:21:37.279783010
31.375,-87.875,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.375,-87.625,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.375,-87.375,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.375,-87.125,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.375,-86.875,1033417281.276747,282.7,-0.74,51.67,56.447,2002-09-30 20:21:21.276746988
31.625,-125.125,1033423222.402464,283.4,-0.85,43.515,29.14,2002-09-30 22:00:22.402464032
31.625,-124.875,1033423224.40283,283.6,-0.04,43.809,26.961,2002-09-30 22:00:24.402830005
31.625,-124.625,1033423226.403227,283.0,-0.46,44.094,24.795,2002-09-30 22:00:26.403226972
31.625,-124.375,1033423220.402097,283.0,0.64,43.881,24.795,2002-09-30 22:00:20.402096987
31.625,-124.125,1033423220.402097,283.5,0.26,44.088,22.639,2002-09-30 22:00:20.402096987
31.625,-123.875,1033423218.401701,283.9,0.18,44.218,20.493,2002-09-30 22:00:18.401700974
31.625,-123.625,1033423218.401701,283.9,0.18,44.218,20.493,2002-09-30 22:00:18.401700974
31.625,-123.375,1033423218.401701,283.9,0.18,44.218,20.493,2002-09-30 22:00:18.401700974
31.625,-112.625,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.625,-112.375,1033423204.399061,280.9,-0.24,51.826,56.446,2002-09-30 22:00:04.399060965
31.625,-112.125,1033423204.399061,280.9,-0.24,51.826,56.446,2002-09-30 22:00:04.399060965
31.625,-111.875,1033423204.399061,280.9,-0.24,51.826,56.446,2002-09-30 22:00:04.399060965
31.625,-111.625,1033423204.399061,280.9,-0.24,51.826,56.446,2002-09-30 22:00:04.399060965
31.625,-111.375,1033423204.399061,279.3,0.33,52.389,59.103,2002-09-30 22:00:04.399060965
31.625,-111.125,1033423204.399061,279.3,0.33,52.389,59.103,2002-09-30 22:00:04.399060965
31.625,-110.875,1033423204.399061,279.3,0.33,52.389,59.103,2002-09-30 22:00:04.399060965
31.625,-110.625,1033423204.399061,279.3,0.33,52.389,59.103,2002-09-30 22:00:04.399060965
31.625,-110.375,1033423204.399061,274.5,0.96,53.041,61.87,2002-09-30 22:00:04.399060965
31.625,-110.125,1033423204.399061,274.5,0.96,53.041,61.87,2002-09-30 22:00:04.399060965
31.625,-109.875,1033423204.399061,274.5,0.96,53.041,61.87,2002-09-30 22:00:04.399060965
31.625,-109.625,1033423204.399061,274.5,0.96,53.041,61.87,2002-09-30 22:00:04.399060965
31.625,-108.625,1033417339.287733,273.4,-0.2,39.541,62.721,2002-09-30 20:22:19.287732959
31.625,-108.375,1033417339.287733,273.4,-0.2,39.541,62.721,2002-09-30 20:22:19.287732959
31.625,-108.125,1033417339.287733,273.4,-0.2,39.541,62.721,2002-09-30 20:22:19.287732959
31.625,-107.875,1033417339.287733,273.4,-0.2,39.541,62.721,2002-09-30 20:22:19.287732959
31.625,-107.625,1033417333.286604,272.6,0.27,39.968,59.923,2002-09-30 20:22:13.286604047
31.625,-107.375,1033417333.286604,272.6,0.27,39.968,59.923,2002-09-30 20:22:13.286604047
31.625,-107.125,1033417333.286604,272.6,0.27,39.968,59.923,2002-09-30 20:22:13.286604047
31.625,-106.875,1033417333.286604,272.6,0.27,39.968,59.923,2002-09-30 20:22:13.286604047
31.625,-106.625,1033417329.285856,271.8,0.58,40.392,57.243,2002-09-30 20:22:09.285856009
31.625,-106.375,1033417329.285856,271.8,0.58,40.392,57.243,2002-09-30 20:22:09.285856009
31.625,-106.125,1033417329.285856,271.8,0.58,40.392,57.243,2002-09-30 20:22:09.285856009
31.625,-105.875,1033417327.285475,270.8,-0.14,40.828,54.654,2002-09-30 20:22:07.285475016
31.625,-105.625,1033417327.285475,270.8,-0.14,40.828,54.654,2002-09-30 20:22:07.285475016
31.625,-105.375,1033417327.285475,270.8,-0.14,40.828,54.654,2002-09-30 20:22:07.285475016
31.625,-105.125,1033417323.284727,272.6,-0.17,41.136,52.139,2002-09-30 20:22:03.284726977
31.625,-104.875,1033417323.284727,272.6,-0.17,41.136,52.139,2002-09-30 20:22:03.284726977
31.625,-104.625,1033417325.285078,275.7,0.0,41.63,49.683,2002-09-30 20:22:05.285078049
31.625,-104.375,1033417321.284315,276.3,0.15,41.478,49.683,2002-09-30 20:22:01.284314990
31.625,-104.125,1033417321.284315,276.3,0.15,41.478,49.683,2002-09-30 20:22:01.284314990
31.625,-103.875,1033417317.283552,279.5,0.09,41.71,47.277,2002-09-30 20:21:57.283552051
31.625,-103.625,1033417317.283552,279.5,0.09,41.71,47.277,2002-09-30 20:21:57.283552051
31.625,-103.375,1033417315.28317,277.7,0.29,41.988,44.913,2002-09-30 20:21:55.283169985
31.625,-103.125,1033417315.28317,277.7,0.29,41.988,44.913,2002-09-30 20:21:55.283169985
31.625,-102.875,1033417313.28282,277.6,0.3,42.241,42.584,2002-09-30 20:21:53.282819986
31.625,-102.625,1033417313.28282,277.6,0.3,42.241,42.584,2002-09-30 20:21:53.282819986
31.625,-102.375,1033417311.282438,279.1,0.2,42.472,40.287,2002-09-30 20:21:51.282438040
31.625,-102.125,1033417311.282438,279.1,0.2,42.472,40.287,2002-09-30 20:21:51.282438040
31.625,-101.875,1033417309.2820568,279.2,0.17,42.686,38.016,2002-09-30 20:21:49.282056808
31.625,-101.625,1033417311.282438,278.2,-0.28,43.028,35.769,2002-09-30 20:21:51.282438040
31.625,-101.375,1033417309.2820568,278.2,-0.25,42.956,35.769,2002-09-30 20:21:49.282056808
31.625,-101.125,1033417307.281675,278.4,0.41,43.139,33.542,2002-09-30 20:21:47.281674981
31.625,-100.875,1033417307.281675,278.7,-0.67,43.382,31.334,2002-09-30 20:21:47.281674981
31.625,-100.625,1033417305.281294,278.9,-0.03,43.31,31.334,2002-09-30 20:21:45.281293988
31.625,-100.375,1033417305.281294,279.5,-0.87,43.543,29.141,2002-09-30 20:21:45.281293988
31.625,-100.125,1033417303.280897,279.9,0.39,43.694,26.962,2002-09-30 20:21:43.280897021
31.625,-99.875,1033417303.280897,279.6,0.24,43.908,24.795,2002-09-30 20:21:43.280897021
31.625,-99.625,1033417305.281294,280.1,0.15,44.186,22.64,2002-09-30 20:21:45.281293988
31.625,-99.375,1033417305.281294,280.3,-0.06,44.386,20.493,2002-09-30 20:21:45.281293988
31.625,-99.125,1033417301.280546,280.6,-0.09,44.245,20.493,2002-09-30 20:21:41.280545950
31.625,-98.875,1033417301.280546,280.6,-0.09,44.245,20.493,2002-09-30 20:21:41.280545950
31.625,-87.875,1033417285.277509,283.8,0.21,51.789,56.447,2002-09-30 20:21:25.277508974
31.625,-87.625,1033417285.277509,283.8,0.21,51.789,56.447,2002-09-30 20:21:25.277508974
31.625,-87.375,1033417285.277509,283.8,0.21,51.789,56.447,2002-09-30 20:21:25.277508974
31.625,-87.125,1033417285.277509,283.8,0.21,51.789,56.447,2002-09-30 20:21:25.277508974
31.625,-86.875,1033417285.277509,283.8,0.21,51.789,56.447,2002-09-30 20:21:25.277508974
31.875,-125.125,1033423228.403608,281.4,0.08,43.73,29.14,2002-09-30 22:00:28.403607965
31.875,-124.875,1033423226.403227,283.1,-0.02,43.88,26.961,2002-09-30 22:00:26.403226972
31.875,-124.625,1033423226.403227,283.0,-0.46,44.094,24.795,2002-09-30 22:00:26.403226972
31.875,-124.375,1033423228.403608,283.9,0.14,44.372,22.639,2002-09-30 22:00:28.403607965
31.875,-124.125,1033423224.40283,283.9,0.06,44.229,22.639,2002-09-30 22:00:24.402830005
31.875,-123.875,1033423222.402464,283.3,-0.31,44.358,20.493,2002-09-30 22:00:22.402464032
31.875,-123.625,1033423222.402464,283.3,-0.31,44.358,20.493,2002-09-30 22:00:22.402464032
31.875,-112.625,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.875,-112.375,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.875,-112.125,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.875,-111.875,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.875,-111.625,1033423208.399824,281.0,0.09,51.945,56.447,2002-09-30 22:00:08.399824023
31.875,-111.375,1033423208.399824,279.8,-0.45,52.507,59.104,2002-09-30 22:00:08.399824023
31.875,-111.125,1033423208.399824,279.8,-0.45,52.507,59.104,2002-09-30 22:00:08.399824023
31.875,-110.875,1033423208.399824,279.8,-0.45,52.507,59.104,2002-09-30 22:00:08.399824023
31.875,-110.625,1033423208.399824,279.8,-0.45,52.507,59.104,2002-09-30 22:00:08.399824023
31.875,-110.375,1033423208.399824,277.9,0.15,53.157,61.871,2002-09-30 22:00:08.399824023
31.875,-110.125,1033423208.399824,277.9,0.15,53.157,61.871,2002-09-30 22:00:08.399824023
31.875,-109.875,1033423208.399824,277.9,0.15,53.157,61.871,2002-09-30 22:00:08.399824023
31.875,-109.625,1033423208.399824,277.9,0.15,53.157,61.871,2002-09-30 22:00:08.399824023
31.875,-108.875,1033417345.288877,273.0,-0.27,39.781,62.721,2002-09-30 20:22:25.288877010
31.875,-108.625,1033417343.288496,272.5,0.09,39.701,62.721,2002-09-30 20:22:23.288496017
31.875,-108.375,1033417343.288496,272.5,0.09,39.701,62.721,2002-09-30 20:22:23.288496017
31.875,-108.125,1033417343.288496,272.5,0.09,39.701,62.721,2002-09-30 20:22:23.288496017
31.875,-107.875,1033417343.288496,272.5,0.09,39.701,62.721,2002-09-30 20:22:23.288496017
31.875,-107.625,1033417339.287733,271.8,0.31,40.205,59.923,2002-09-30 20:22:19.287732959
31.875,-107.375,1033417339.287733,271.8,0.31,40.205,59.923,2002-09-30 20:22:19.287732959
31.875,-107.125,1033417339.287733,271.8,0.31,40.205,59.923,2002-09-30 20:22:19.287732959
31.875,-106.875,1033417337.287351,269.8,-0.35,40.704,57.243,2002-09-30 20:22:17.287351012
31.875,-106.625,1033417333.286604,270.9,-0.32,40.547,57.243,2002-09-30 20:22:13.286604047
31.875,-106.375,1033417333.286604,270.9,-0.32,40.547,57.243,2002-09-30 20:22:13.286604047
31.875,-106.125,1033417333.286604,270.9,-0.32,40.547,57.243,2002-09-30 20:22:13.286604047
31.875,-105.875,1033417331.286222,271.0,-0.26,40.983,54.654,2002-09-30 20:22:11.286221981
31.875,-105.625,1033417331.286222,271.0,-0.26,40.983,54.654,2002-09-30 20:22:11.286221981
31.875,-105.375,1033417331.286222,271.0,-0.26,40.983,54.654,2002-09-30 20:22:11.286221981
31.875,-105.125,1033417327.285475,271.8,-0.35,41.289,52.139,2002-09-30 20:22:07.285475016
31.875,-104.875,1033417327.285475,271.8,-0.35,41.289,52.139,2002-09-30 20:22:07.285475016
31.875,-104.625,1033417325.285078,275.7,0.0,41.63,49.683,2002-09-30 20:22:05.285078049
31.875,-104.375,1033417325.285078,275.7,0.0,41.63,49.683,2002-09-30 20:22:05.285078049
31.875,-104.125,1033417327.285475,276.2,0.25,42.087,47.277,2002-09-30 20:22:07.285475016
31.875,-103.875,1033417321.284315,278.3,0.12,41.86,47.277,2002-09-30 20:22:01.284314990
31.875,-103.625,1033417321.284315,278.3,0.12,41.86,47.277,2002-09-30 20:22:01.284314990
31.875,-103.375,1033417319.283964,277.6,-0.24,42.137,44.913,2002-09-30 20:21:59.283964038
31.875,-103.125,1033417319.283964,277.6,-0.24,42.137,44.913,2002-09-30 20:21:59.283964038
31.875,-102.875,1033417317.283552,277.6,0.36,42.389,42.585,2002-09-30 20:21:57.283552051
31.875,-102.625,1033417321.284315,278.0,0.63,42.842,40.287,2002-09-30 20:22:01.284314990
31.875,-102.375,1033417315.28317,278.7,0.05,42.62,40.287,2002-09-30 20:21:55.283169985
31.875,-102.125,1033417317.283552,278.3,-0.09,42.979,38.017,2002-09-30 20:21:57.283552051
31.875,-101.875,1033417315.28317,279.4,0.59,42.905,38.017,2002-09-30 20:21:55.283169985
31.875,-101.625,1033417313.28282,278.6,0.58,43.101,35.769,2002-09-30 20:21:53.282819986
31.875,-101.375,1033417315.28317,277.2,-0.09,43.429,33.543,2002-09-30 20:21:55.283169985
31.875,-101.125,1033417311.282438,277.9,0.14,43.284,33.543,2002-09-30 20:21:51.282438040
31.875,-100.875,1033417309.2820568,277.6,0.17,43.454,31.334,2002-09-30 20:21:49.282056808
31.875,-100.625,1033417311.282438,278.3,0.72,43.758,29.141,2002-09-30 20:21:51.282438040
31.875,-100.375,1033417309.2820568,279.0,-0.24,43.686,29.141,2002-09-30 20:21:49.282056808
31.875,-100.125,1033417307.281675,279.4,0.06,43.837,26.962,2002-09-30 20:21:47.281674981
31.875,-99.875,1033417307.281675,278.6,0.4,44.051,24.795,2002-09-30 20:21:47.281674981
31.875,-99.625,1033417305.281294,280.1,0.15,44.186,22.64,2002-09-30 20:21:45.281293988
31.875,-99.375,1033417305.281294,280.3,-0.06,44.386,20.493,2002-09-30 20:21:45.281293988
31.875,-99.125,1033417305.281294,280.3,-0.06,44.386,20.493,2002-09-30 20:21:45.281293988
31.875,-98.875,1033417305.281294,280.3,-0.06,44.386,20.493,2002-09-30 20:21:45.281293988
31.875,-87.875,1033417289.278242,283.4,-0.61,51.908,56.448,2002-09-30 20:21:29.278241992
31.875,-87.625,1033417289.278242,283.4,-0.61,51.908,56.448,2002-09-30 20:21:29.278241992
31.875,-87.375,1033417289.278242,283.4,-0.61,51.908,56.448,2002-09-30 20:21:29.278241992
31.875,-87.125,1033417289.278242,283.4,-0.61,51.908,56.448,2002-09-30 20:21:29.278241992
31.875,-86.875,1033417289.278242,283.4,-0.61,51.908,56.448,2002-09-30 20:21:29.278241992
32.125,-125.125,1033423232.404356,279.0,0.31,43.874,29.14,2002-09-30 22:00:32.404356003
32.125,-124.875,1033423232.404356,279.0,0.31,43.874,29.14,2002-09-30 22:00:32.404356003
32.125,-124.625,1033423230.40399,282.0,0.13,44.237,24.795,2002-09-30 22:00:30.403990030
32.125,-124.375,1033423228.403608,283.9,0.14,44.372,22.639,2002-09-30 22:00:28.403607965
32.125,-124.125,1033423230.40399,284.4,0.46,44.642,20.493,2002-09-30 22:00:30.403990030
32.125,-123.875,1033423228.403608,284.7,0.03,44.571,20.493,2002-09-30 22:00:28.403607965
32.125,-123.625,1033423228.403608,284.7,0.03,44.571,20.493,2002-09-30 22:00:28.403607965
32.125,-112.625,1033423212.400587,281.8,0.29,52.065,56.447,2002-09-30 22:00:12.400586963
32.125,-112.375,1033423212.400587,281.8,0.29,52.065,56.447,2002-09-30 22:00:12.400586963
32.125,-112.125,1033423212.400587,281.8,0.29,52.065,56.447,2002-09-30 22:00:12.400586963
32.125,-111.875,1033423212.400587,281.8,0.29,52.065,56.447,2002-09-30 22:00:12.400586963
32.125,-111.625,1033423212.400587,281.8,0.29,52.065,56.447,2002-09-30 22:00:12.400586963
32.125,-111.375,1033423212.400587,280.5,-0.19,52.626,59.105,2002-09-30 22:00:12.400586963
